#K,N,L(phi),L(u),L^2(phi),L^2(u),abs(L)(phi),abs(L)(u) 
15,2,nan,8.614114230373023e-08,21.213199567778585,148.94027104232669,22.27930747494679,71.69971804925505
15,3,nan,6.832576620481402e-07,21.213203430778243,149.0184913873233,22.277422116256126,71.73196780864326
15,4,nan,nan,21.21320343528026,149.0188231274499,22.2783590308853,71.73073488472055
15,5,1.1645100665240671e-08,nan,21.21320343595763,149.0188239661384,22.278355829967744,71.73074377691988
15,6,3.227398512370543e-08,1.4670895038417827e-05,21.213203435807138,149.01882395633046,22.278357544720507,71.7307385007712
15,7,2.7397027452880865e-08,2.2794459448518872e-06,21.213203434810275,149.01882396140684,22.278357544558293,71.7307384734095
15,8,nan,nan,21.21320343536253,149.01882396201435,22.278357545641263,71.73073847182353
15,9,nan,nan,21.213203435247323,149.01882396098205,22.27835754551286,71.73073847150047
15,10,nan,1.4960997081575663e-06,21.21320343526202,149.01882396090727,22.27835754551818,71.73073847148862
15,11,nan,nan,21.21320343526202,149.01882414844215,22.278357545518187,71.73073851682965
15,12,nan,1.4957932373226203e-06,21.21320343526202,149.01882396090727,22.278357545518187,71.73073847148862
15,13,nan,1.4971259970817787e-06,21.21320343526202,149.01882396090727,22.278357545518187,71.73073847148862
15,14,nan,2.9934709503948545e-05,21.21320343526202,149.01882396092486,22.278357545518187,71.73073847149485
15,15,nan,2.993476038284558e-05,21.21320343526202,149.01882396092486,22.278357545518187,71.73073847149485
15,16,9.56169875955135e-09,nan,21.21320343526202,149.01882396085742,22.278357545518187,71.73073847147711
15,17,nan,4.592920597904729e-05,21.21320343526202,149.0188239609406,22.278357545518187,71.73073847150035
15,18,nan,2.4479594044473304e-05,21.21320343526202,149.01882396091676,22.278357545518187,71.73073847149692
15,19,nan,2.5935000833855166e-05,21.21320343526202,149.0188239609216,22.278357545518187,71.7307384714933
15,20,nan,2.685846734748351e-05,21.21320343526202,149.01882396092668,22.278357545518187,71.7307384714951
16,2,nan,nan,22.62741452842917,158.88839909537612,23.765855214802166,76.48890649383226
16,3,4.2900280632016526e-09,nan,22.62741699339949,158.95317067684852,23.76468824500483,76.51412118616508
16,4,3.1435194461455594e-08,1.3719986585350228e-08,22.627416998590853,158.95341169637092,23.764335003655827,76.51380188344413
16,5,nan,nan,22.627416994488847,158.9534121983805,23.76432901201839,76.5137870788286
16,6,2.4395827208914856e-08,2.640453243255055e-08,22.627416997110004,158.95341223607596,23.764328587667098,76.51378668903902
16,7,nan,nan,22.627416995007334,158.95341223408525,23.764328586329054,76.51378667388192
16,8,nan,nan,22.62741699545973,158.95341224139383,23.764328585805224,76.51378667569678
16,9,nan,nan,22.6274169951845,158.95341224480535,23.764328585726336,76.51378667654267
16,10,nan,nan,22.627416995184493,158.95341224480526,23.764328585725995,76.51378667654163
16,11,nan,nan,22.627416995184493,158.9534124518823,23.764328585725995,76.51378673058186
16,12,nan,nan,22.627416995184493,158.95341224480526,23.764328585725995,76.51378667654163
16,13,nan,nan,22.627416995184493,158.95341224480526,23.764328585725995,76.51378667654163
16,14,nan,nan,22.627416995184493,158.9534122448053,23.764328585725995,76.51378667654187
16,15,nan,nan,22.627416995184493,158.9534122448053,23.764328585725995,76.51378667654187
16,16,nan,nan,22.627416995184493,158.95341224472588,23.764328585725995,76.51378667652668
16,17,nan,nan,22.627416995184493,158.95341224480535,23.764328585725995,76.51378667654254
16,18,nan,nan,22.627416995184493,158.9534122448053,23.764328585725995,76.51378667654187
16,19,nan,nan,22.627416995184493,158.9534122448053,23.764328585725995,76.51378667654187
16,20,nan,nan,22.627416995184493,158.953412244806,23.764328585725995,76.5137866765454
17,2,1.2259832759206183e-08,nan,24.04162895015125,168.83359782669444,25.248814205292724,81.27398586093267
17,3,nan,nan,24.04163055997754,168.8878216758816,25.24828283577849,81.29601948343083
17,4,nan,7.033376282427907e-08,24.041630560095033,168.88800014978244,25.248981335666993,81.29506887359584
17,5,1.9423841272441958e-08,9.399596369163708e-08,24.041630561053076,168.8880004990018,25.24897647815726,81.29508305025028
17,6,nan,nan,24.041630561798875,168.8880005062828,25.24897740310734,81.29507982379863
17,7,3.4468560336779064e-08,1.790176699510564e-05,24.041630560743265,168.88800050150994,25.248977400311702,81.29507981716263
17,8,nan,nan,24.041630560219616,168.88800050457047,25.248977400593656,81.29507981690169
17,9,nan,1.0325851271592202e-07,24.04163056009006,168.88800050677284,25.24897740053068,81.29507981734933
17,10,nan,5.6619334271726645e-06,24.041630560107986,168.88800050673376,25.248977400531484,81.29507981735115
17,11,2.870213030898339e-08,nan,24.041630560107922,168.88800072381753,25.24897740053144,81.29507986992084
17,12,nan,8.359733737682897e-08,24.041630560107922,168.8880005067338,25.24897740053144,81.29507981735135
17,13,nan,5.661466752704069e-06,24.04163056009895,168.88800050673376,25.24897740052766,81.29507981735115
17,14,1.3979242149148015e-08,nan,24.04163056009895,168.88800050674737,25.24897740052766,81.29507981735495
17,15,nan,nan,24.04163056009895,168.88800050674735,25.24897740052766,81.29507981735435
17,16,6.909864127971297e-06,nan,24.04163056010568,168.88800050659225,25.248977400530496,81.29507981731909
17,17,nan,3.689905076898923e-06,24.04163056009895,168.88800050679274,25.24897740052766,81.29507981736494
17,18,2.5287291115330875e-08,1.8077747904959166e-05,24.04163056009895,168.88800050675368,25.24897740052766,81.29507981736027
17,19,nan,nan,24.041630560107922,168.88800050674737,25.24897740053144,81.29507981735495
17,20,nan,4.797055677462255e-05,24.04163056009895,168.88800050680533,25.24897740052766,81.29507981736629
18,2,3.0923558129611126e-08,1.1906257033075328e-07,25.455843080764758,178.77661581568964,26.730816193038034,86.07476500907268
18,3,nan,2.3167901875769575e-07,25.45584416120469,178.82245411556224,26.734722476494905,86.07429901745748
18,4,5.361653751279419e-08,nan,25.455844159808674,178.82258852883157,26.73483960777025,86.07613246626252
18,5,nan,9.435725522397281e-08,25.455844159281426,178.82258874764182,26.73484421159672,86.07612442256422
18,6,nan,8.702175539070797e-08,25.455844158779225,178.8225887439897,26.734844174264634,86.0761261123956
18,7,nan,nan,25.455844159977225,178.82258875952365,26.734844176761577,86.0761261151562
18,8,nan,nan,25.455844159508057,178.82258876036062,26.734844176284433,86.07612611691235
18,9,nan,7.319978071653915e-08,25.455844159353187,178.822588760688,26.734844176171528,86.07612611696315
18,10,2.822066287718387e-08,2.0348123519914085e-08,25.455844159353187,178.82258876071197,26.734844176171528,86.07612611696715
18,11,4.782836056662632e-08,nan,25.455844159353187,178.82258899552394,26.734844176171528,86.0761261750823
18,12,1.3734141482245797e-08,1.9823686518406377e-08,25.455844159353187,178.82258876071197,26.734844176171528,86.07612611696715
18,13,nan,8.68505193143205e-08,25.455844159353187,178.82258876071197,26.734844176171528,86.07612611696715
18,14,nan,6.258883103206243e-08,25.455844159353187,178.82258876071197,26.734844176171528,86.07612611696715
18,15,4.7174255070421824e-08,nan,25.455844159353187,178.82258876071197,26.734844176171528,86.07612611696715
18,16,3.037501690906943e-08,nan,25.455844159353187,178.82258876064483,26.734844176171528,86.07612611694232
18,17,nan,5.0878583783790457e-05,25.455844159353187,178.82258876080087,26.734844176171528,86.07612611698254
18,18,nan,nan,25.455844159353187,178.822588760712,26.734844176171528,86.07612611696716
18,19,5.997268859684985e-08,9.726817436659095e-08,25.455844159353187,178.82258876071197,26.734844176171528,86.07612611696715
18,20,8.141298779550788e-08,nan,25.455844159353187,178.82258876111217,26.734844176171528,86.07612611703779
19,2,2.0026811727695138e-08,nan,26.870056941174223,188.7179839394949,28.219368369759508,90.8450599407249
19,3,nan,nan,26.87005767956551,188.7570741117558,28.21913827789018,90.86023095414858
19,4,2.111547908183497e-08,nan,26.870057679644763,188.7571768608744,28.219601428462376,90.8595522159315
19,5,4.082154083340269e-08,3.002290086595397e-08,26.870057681020725,188.75717703670037,28.219597609680868,90.85956383767551
19,6,2.8816243829981757e-08,1.0277914179376167e-07,26.870057680342864,188.75717701939794,28.21959803911866,90.85956205704771
19,7,nan,4.9642892674324155e-08,26.870057680161246,188.75717703052626,28.219598036935885,90.85956206076246
19,8,7.72205724611188e-09,nan,26.87005768042811,188.75717702685904,28.219598037323937,90.85956205941834
19,9,nan,nan,26.87005768050005,188.75717702666364,28.21959803731742,90.85956205939637
19,10,3.3339949383702894e-08,3.870478406987928e-05,26.87005768050005,188.7571770266572,28.2195980373174,90.85956205936748
19,11,1.6770848200737206e-08,2.8096417775663632e-05,26.87005768050005,188.75717727273653,28.2195980373174,90.85956211949521
19,12,2.6932097287375343e-08,3.91166110455873e-05,26.87005768050005,188.75717702665722,28.2195980373174,90.85956205936748
19,13,nan,nan,26.87005768050005,188.75717702670661,28.2195980373174,90.85956205937592
19,14,nan,nan,26.87005768050005,188.75717702674294,28.2195980373174,90.85956205939456
19,15,nan,nan,26.87005768050005,188.75717702655982,28.2195980373174,90.85956205934534
19,16,nan,nan,26.87005768050005,188.7571770265939,28.2195980373174,90.8595620593472
19,17,2.693055906615148e-08,2.584099871819806e-05,26.87005768050005,188.75717702674453,28.2195980373174,90.85956205938157
19,18,1.6765952845732762e-08,3.0472637853497264e-05,26.87005768050005,188.75717702671415,28.2195980373174,90.85956205937592
19,19,nan,4.9929046575465946e-05,26.87005768050005,188.7571770266639,28.2195980373174,90.85956205936748
19,20,4.0166921723322643e-08,1.5641777627887923e-05,26.87005768050005,188.7571770266713,28.2195980373174,90.85956205936802
20,2,nan,9.621293572743154e-08,28.28427072695367,198.65808584137278,29.702654404705996,95.63390193851903
20,3,nan,9.006419476305475e-08,28.284271241960386,198.69168549570247,29.705636135320905,95.64317537326943
20,4,nan,9.009561735722191e-08,28.284271241685882,198.6917652075538,29.705376703099514,95.64262029999857
20,5,nan,nan,28.28427124201628,198.69176529710728,29.70537765537468,95.64261814367772
20,6,nan,nan,28.284271245892935,198.691765223639,29.70537765645066,95.64261797569547
20,7,2.5094409203152297e-08,1.2832812437802285e-07,28.284271244565822,198.69176522391734,29.70537765608833,95.64261797592042
20,8,3.725474274490325e-08,2.4428755077925173e-08,28.284271245604277,198.69176522161126,29.705377656695507,95.64261797499003
20,9,1.7782007074420754e-08,1.1205135316368774e-07,28.28427124582804,198.69176522193243,29.705377656817944,95.64261797506242
20,10,nan,9.57776503276469e-08,28.284271245828034,198.69176522193243,29.705377656817948,95.64261797506241
20,11,nan,nan,28.284271245828034,198.69176548445617,29.705377656817948,95.64261804204926
20,12,nan,1.2042098124168256e-07,28.284271245828034,198.69176522193243,29.705377656817948,95.64261797506241
20,13,nan,1.0417983359085534e-07,28.284271245828034,198.69176522193243,29.705377656817948,95.64261797506242
20,14,nan,1.041124543709064e-07,28.284271245828034,198.69176522193243,29.705377656817948,95.64261797506242
20,15,nan,nan,28.284271245828034,198.69176522193243,29.705377656817948,95.64261797506242
20,16,nan,9.540061167729163e-08,28.284271245828034,198.69176522165785,29.705377656817948,95.64261797498021
20,17,nan,9.973979118685074e-08,28.284271245828034,198.69176522193249,29.705377656817948,95.64261797506367
20,18,nan,9.692548652120685e-08,28.284271245828034,198.69176522193249,29.705377656817948,95.64261797506285
20,19,nan,1.5333527961662868e-07,28.284271245828034,198.69176522193243,29.705377656817948,95.64261797506242
20,20,nan,1.5859239283133156e-07,28.284271245828034,198.69176522193752,29.705377656817948,95.6426179750726
