K,N,h,l2phi,relL2phi,l2u,relL2u,l2divu_f
10,14,0.2,3.475830807496202e-06,4.2063433764661064e-08,2.1825107408130125e-05,1.6184338249794827e-08,1.024694513732154e-09
10,15,0.2,3.4754937073442657e-06,4.205935428246002e-08,2.1824530463034592e-05,1.618391041801361e-08,1.2354559616793414e-09
10,16,0.2,3.4755079238899657e-06,4.205952632671692e-08,2.182689176028956e-05,1.618566143040352e-08,1.3508017769878489e-09
10,17,0.2,3.475539472316656e-06,4.20599081160588e-08,2.182392348956933e-05,1.6183460318791336e-08,1.6464519087496186e-09
10,18,0.2,3.475533869620896e-06,4.205984031396052e-08,2.182430249894083e-05,1.6183741371972588e-08,1.9629602541834925e-09
10,19,0.2,3.4759586956438522e-06,4.2064981427630265e-08,2.1824308855162928e-05,1.6183746085408654e-08,2.0585994863580167e-09
10,20,0.2,3.4759164140347534e-06,4.2064469748621046e-08,2.1822960326227186e-05,1.61827460881107e-08,2.449604398165235e-09
9,2,0.2222222222222222,44.710713618894324,0.6137636047685556,256.5176803643364,0.2111597188174062,1.5054671545523356e-11
9,3,0.2222222222222222,12.407236613426573,0.17031958679932646,45.537290948654935,0.037485297460850005,3.2799347965284074e-11
9,4,0.2222222222222222,2.9571416043793404,0.0405939817106372,8.694172052150131,0.007156851423553619,5.328050032999625e-11
