,K,N,l2phi,relL2phi,l1phi,relL1phi,l2u,relL2u,l1u,relL1u
26,2,9,2.828426917831845,0.1333557431860498,8.823974344771623,0.010661018701290458,19.869174613795423,0.10490541027492686,64.41172916031032,0.006034792696480031
27,2,10,2.828427128046875,0.13335575309734762,8.82379315597541,0.010660799791186075,19.86917657825374,0.1049059003880976,64.41331571754522,0.006034864585148955
28,2,11,2.8284271208384584,0.1333557527574825,8.823796544446484,0.010660803885095698,19.86917650959769,0.10490589134347865,64.41326525713984,0.0060348644444161775
29,2,12,2.8284271206507703,0.1333557527486333,8.823792451824406,0.01066079894043938,19.86917653659061,0.104905884392282,64.41328966283794,0.00603486552075912
30,2,13,2.828427121165529,0.13335575277290335,8.82379250436126,0.010660799003913767,19.869176541244748,0.10490588443268586,64.41328919275547,0.006034865531125234
31,2,14,2.8284271215249466,0.1333557527898493,8.823792411044685,0.010660798891169816,19.869176536666696,0.10490588454633999,64.4132894048185,0.0060348655626663375
32,2,15,2.828427121029843,0.13335575276650596,8.82379241082081,0.01066079889089933,19.86917653250976,0.10490588456854218,64.41328937272313,0.006034865563247466
33,2,16,2.828427122228981,0.13335575282304338,8.823792414894207,0.01066079889582076,19.869176538339424,0.10490588456311419,64.41328942125661,0.00603486556430272
34,2,17,2.8284271222269965,0.1333557528229498,8.82379241482449,0.01066079889573653,19.869176538339424,0.10490588456311417,64.41328942125658,0.006034865564305066
35,2,18,2.8284271222269965,0.1333557528229498,8.82379241482284,0.010660798895734536,19.86917653833955,0.10490588456311131,64.41328942125655,0.006034865564307214
36,2,19,2.8284271222269965,0.1333557528229498,8.823792414822826,0.010660798895734519,19.86917653833955,0.10490588456311128,64.41328942125655,0.0060348655643072315
37,2,20,2.8284271222269965,0.1333557528229498,8.823792414822815,0.010660798895734507,19.86917653833955,0.10490588456311131,64.41328942125655,0.006034865564307249
38,3,2,3.9489443839039677,0.08492353512564733,19.683699044335917,0.005828617890198487,24.208297233862634,0.0806569348677314,107.75882013330798,0.004627780006454978
39,3,3,4.239238441895018,0.09116641809230934,18.777666730739668,0.005560329082275231,29.192521310484345,0.09024809414770969,142.78315991364605,0.005283609094931805
40,3,4,4.242592927243499,0.0912385575621589,19.975152893681482,0.005914921441001435,29.76090780466481,0.10140690152236533,144.79834197715462,0.005745593578366186
41,3,5,4.242640066348876,0.09123957130636041,19.778641965634908,0.005856731813723966,29.80185219767598,0.1024593928867998,145.59076330634426,0.005800227010945386
42,3,6,4.242640683854904,0.09123958458605994,19.8236355255258,0.005870055034503408,29.8037057845772,0.10202660344054831,145.4723894519172,0.005779333858895879
43,3,7,4.242640690740041,0.0912395847341274,19.823935804738188,0.005870143951367329,29.80376347053792,0.10199749792272811,145.4544598651964,0.005778088719748397
44,3,8,4.242640691132564,0.09123958474256876,19.824697909639877,0.005870369621260685,29.80376476040957,0.10200851743689937,145.4535506679142,0.0057785622959969415
45,3,9,4.242640691706451,0.09123958475491041,19.824735916817815,0.005870380875716303,29.80376480424657,0.10200912309061365,145.45299087488735,0.005778584394656969
46,3,10,4.242640691243694,0.09123958474495865,19.82474053970024,0.005870382244616282,29.80376479781965,0.10200896271013922,145.45301736928218,0.005778577452348847
47,3,11,4.242640690279627,0.09123958472422602,19.824740736911185,0.005870382303013194,29.803764783517117,0.10200895525027205,145.4530153227936,0.005778577109734195
48,3,12,4.242640691908623,0.09123958475925818,19.82474077978191,0.005870382315707813,29.803764790233892,0.10200895671757193,145.4530156726977,0.005778577178128034
49,3,13,4.242640690582877,0.09123958473074752,19.824740771806276,0.005870382313346117,29.803764794175088,0.10200895677401817,145.45301573263694,0.005778577181300194
50,3,14,4.242640690688518,0.09123958473301937,19.824740772552218,0.005870382313567001,29.803764795670087,0.1020089567741182,145.45301573657215,0.005778577181437387
